
1 16.722408027
3001 2707.506315410
6001 2741.183994153
9001 2760.704208073
12001 2744.465788511
15001 3187.903774226
18001 2831.325301205
21001 2955.556181040
24001 3161.853823049
27001 3348.670503026
30001 2977.353022905
33001 3158.413567368
36001 2920.073324249
39001 3251.438099208
42001 2593.230594453
45001 2915.705585072
48001 3163.038034740
51001 2876.504495155
54001 2700.725181295
57001 2125.792496457
60001 2371.768519251
63001 2325.669819191
66001 2554.673045511
69001 2630.333018206
72001 2160.777629060
75001 2426.745615738
78001 2101.671076527
81001 2044.870467891
84001 2060.080047872
87001 2180.017239478
90001 1563.820544899
93001 1487.026235338
96001 1835.105976266
99001 1336.572576508
102001 1096.858070108
105001 1171.909703543
108001 1477.336769477
111001 1463.300490663
114001 1251.655134705
117001 1341.406928938
120001 862.433018260
123001 1556.139489692
126001 1500.147632405
129001 913.720001530
132001 1191.361969126
135001 928.607786491
138001 875.747553001
141001 1157.656984563
144001 1172.640850289
147001 926.904902726
150001 718.207786661
153001 937.112218761
156001 708.014123884
159001 1164.584831781
162001 1127.678916989
165001 1118.675117019
168001 1065.167579028
171001 778.712936213
174001 905.702352522
177001 933.660868859
180001 1084.379954986
183001 1127.853515432
186001 732.642762159
189001 627.522110907
192001 1105.216016799
195001 1048.279754865
198001 666.622000974
201001 998.316280918
204001 882.480172412
207001 1083.853178921
210001 1089.619195471
213001 1114.846439783
216001 1063.289033110
219001 1041.706107034
222001 1130.866086701
225001 666.650272081
228001 973.873813844
231001 934.828566942
234001 1139.449521628
237001 759.997614195
240001 1082.252663458
243001 1085.315253753
246001 1091.290032659
249001 612.322033865
252001 1070.992951024
255001 1110.113222398
258001 1161.805564937
261001 1156.163924812
264001 1126.981281083
267001 977.628859789
270001 896.249839008
273001 1042.572708678
276001 1045.032403460
279001 803.861865333
282001 600.990053011
285001 1087.963652216
288001 1090.761659558
291001 1009.393221480
294001 1145.444458211
297001 981.974058779
300001 1126.695765366
303001 905.838543632
306001 1110.861430291
309001 778.001805764
312001 744.435245078
315001 1031.244987019
318001 1003.374229645
321001 901.928378681
324001 709.388819629
327001 1131.424795081
330001 1140.222004007
333001 1067.475808763
336001 1122.270319378
339001 1031.430861172
342001 1084.184457913
345001 662.358850778
348001 934.588148597
351001 1026.989559847
354001 993.508534607
357001 1136.371883501
360001 688.197108280
363001 1163.195568205
366001 1045.987306436
369001 699.744186355
372001 1141.994334250
375001 964.597563253
378001 746.117730750
381001 919.814144918
384001 925.675222873
387001 983.813638215
390001 1005.014753063
393001 1019.911317250
396001 819.382146039
399001 1230.275556367
402001 1110.484048295
405001 1113.407871912
408001 1221.167205515
411001 816.401161472
414001 942.555694890
417001 1205.280445253
420001 982.273743137
423001 788.307948511
426001 1101.144826053
429001 1079.055604687
432001 828.153869099
435001 1062.019345798
438001 1025.856682059
441001 1038.966087376
444001 1099.082021039
447001 890.962747874
450001 779.189049544
453001 739.116573274
456001 1078.278088255
459001 702.085878835
462001 1058.056002646
465001 1263.235418763
468001 1094.655705787
471001 1160.217006922
474001 1006.715243761
477001 1165.577656143
480001 1196.764653231
483001 1009.234370899
486001 793.206575049
489001 1144.928981769
492001 1102.347367770
495001 1021.697508797
498001 1106.141382354
501001 746.051444984
504001 985.642888210
507001 929.336473397
510001 841.140809004
513001 934.970299715
516001 1088.836660468
519001 901.150727326
522001 685.080960140
525001 1135.937488505
528001 1115.482658714
531001 688.322290815
534001 1135.490080003
537001 827.983572343
540001 1172.904989224
543001 1051.688761128
546001 961.567994004
549001 1119.686292617
552001 988.037960636
555001 887.937952608
558001 1137.427957929
561001 1153.057055052
564001 1151.937416413
567001 1065.061025823
570001 1024.747795628
573001 691.407258678
576001 1162.594632213
579001 1201.969066892
582001 804.890016532
585001 1062.062467321
588001 1153.862607380
591001 1021.238263988
594001 944.568849571
597001 1235.199868246
600001 883.850979438
603001 783.995238309
606001 698.656874726
609001 1148.243454363
612001 1152.999376025
615001 1188.178129830
618001 1005.779152087
621001 815.231546391
624001 1162.039002734
627001 1071.610469019
630001 972.800239648
633001 1150.666967694
636001 1229.785433717
639001 1173.771986607
642001 873.485960028
645001 920.696336548
648001 956.142913634
651001 801.107569507
654001 1168.071267241
657001 1014.770839763
660001 1194.186347793
663001 911.082595353
666001 1247.473682278
669001 1111.649302919
672001 859.504920786
675001 900.916424176
678001 1201.549535845
681001 881.930526251
684001 1078.049061878
687001 858.819311430
690001 1204.389066677
693001 1134.741611684
696001 1153.153854693
699001 984.777253284
702001 1204.266252939
705001 944.374163460
708001 1202.736595622
711001 1002.502445623
714001 827.445805852
717001 798.966315092
720001 702.257070597
723001 771.566974589
726001 1210.968019146
729001 1080.177510409
732001 857.638726975
735001 1204.920462243
738001 775.287685969
741001 1205.439861321
744001 1110.713172443
747001 879.992300372
750001 1093.218787479
753001 751.813285372
756001 841.792257971
759001 1023.705149567
762001 901.915941545
765001 816.367321702
768001 1232.795067028
771001 944.192768889
774001 1244.223370921
777001 1225.255237526
780001 908.735570637
783001 1057.166866624
786001 894.630018601
789001 963.189366208
792001 1246.118079609
795001 1255.390275870
798001 1215.402573421
